1	128	9.9152	4.0020	3.9324	3.8810	0.8345	15.3001
1	136	10.3657	3.9919	3.6155	4.0873	1.0039	14.9631
1	162	10.5166	3.9782	4.4620	3.9285	1.0775	17.7141
1	127	9.9369	4.0015	4.0678	3.5863	0.8822	14.7459
1	82	10.5327	3.9839	4.2229	3.6867	0.9560	15.7741
1	199	9.8529	4.0069	4.2226	3.9134	1.2069	16.6344
1	86	9.8485	4.0020	3.8595	3.8572	0.9613	14.9439
1	126	10.7180	3.9646	3.6574	4.0576	0.9927	14.9809
0	200	10.1812	3.9938	4.1004	4.3332	1.2611	17.8392
1	124	9.6798	4.0105	3.6652	4.1311	0.8917	15.3095
1	88	9.6518	3.9996	3.7786	3.7786	0.9720	14.3275
1	129	10.5726	3.9718	3.9812	3.4872	0.8827	14.0445
1	134	9.6876	4.0246	3.6384	3.9789	0.9989	14.6118
1	178	9.9130	3.9981	3.6181	4.2314	1.1309	15.5479
1	127	9.8050	4.0051	4.0741	4.3271	0.8308	17.7099
1	154	10.1346	4.0024	3.5517	4.0295	1.0551	14.4824
1	157	10.0199	3.9900	4.1040	3.8769	1.0559	16.0101
1	173	10.4168	3.9992	4.1894	4.0439	1.1100	17.0199
1	135	9.6568	4.0146	4.2150	3.8678	0.9951	16.4467
1	115	9.5985	4.0206	3.9840	4.0944	0.9317	16.3640
1	161	10.8236	3.9703	3.8434	3.7640	1.0732	14.5332
1	127	10.5655	3.9890	3.9642	3.8701	0.7996	15.3887
1	108	10.1352	3.9999	4.1183	3.9028	0.9497	16.1367
1	124	10.3573	3.9903	3.8946	3.7411	0.9064	14.6349
1	157	10.0406	4.0007	4.0933	4.0387	1.0647	16.5808
1	193	9.6516	4.0283	4.3708	4.1196	1.1796	18.1210
1	187	10.1718	3.9889	3.8874	4.1985	1.1658	16.4147
1	102	9.8665	4.0141	3.6311	3.8324	0.9378	14.0097
1	129	10.4429	3.9948	3.9888	3.8889	0.8615	15.5519
1	128	9.9432	3.9975	4.1144	4.1564	0.8696	17.1442
1	103	10.1322	4.0002	3.9515	3.9248	0.9496	15.5568
1	125	10.5517	3.9761	4.0845	3.8675	0.7775	15.8625
1	127	10.4093	3.9785	3.7777	3.9896	0.8812	15.1391
1	183	10.1787	3.9972	3.6805	4.2613	1.1482	15.9040
1	149	10.2215	3.9894	3.6128	3.8939	1.0414	14.1678
0	200	9.7198	4.0138	4.1472	3.9893	1.2310	16.6376
1	92	10.5543	3.9800	4.1604	3.8535	0.9637	16.1330
1	179	10.2642	4.0000	3.9405	3.8094	1.1343	15.0867
1	171	9.2054	4.0386	3.5338	4.0992	1.1030	14.7161
1	127	9.7665	4.0015	4.0118	3.8738	0.8094	15.5938
1	131	9.6166	4.0147	3.8679	4.5812	0.9848	18.0410

0.97	133	10.0309	3.9990	3.9722	3.9680	0.9657	15.8714
0.17	29.3	0.3469	0.0150	0.2351	0.2438	0.1167	1.3767

