  4.62  2.40
  6.36  2.61
 12.74 14.04
 10.18 13.44
 23.28 11.62
 18.59  7.37
  8.56  5.58
  1.12  4.13
  3.21  2.00
  1.03  1.22
  0.28  0.97
  0.37  0.73
  0.26  0.54
  0.17  0.41
  0.15  0.38
  0.32  0.29
  0.55  0.25
  0.39  0.26
  0.22  0.28
  0.29  0.30
  0.13  0.37
  0.25  0.45
  0.11  0.76
  0.17  1.35
  0.28  1.89
  0.71  2.13
  1.16  2.58
  0.81  2.50
  1.56  2.39
  1.03  2.21
  1.90  2.44
  2.31  2.35
  1.48  2.27
  5.59  1.87
  1.48  1.50
  0.92  0.99
  0.73  0.58
  0.15  0.41
  0.32  0.29
  0.04  0.27
  0.12  0.31
  0.12  0.47
  0.19  0.75
  0.34  1.03
  0.48  1.34
  0.84  1.61
  1.28  1.85
  3.24  2.15
  5.32  2.30
  3.46  2.55
 10.61  2.70
 13.84  2.79
  6.49 14.95
 20.35 14.10
  8.90 12.32
 16.11  7.59
  3.46  6.10
  2.70  4.68
  1.90  2.58
  0.23  1.63
  0.60  1.24
  1.48  0.83
  0.34  0.58
  0.10  0.46
  0.08  0.43
  0.42  0.36
  1.02  0.34
  0.60  0.35
  0.20  0.37
  0.47  0.42
  0.85  0.50
  0.45  0.61
  0.39  1.02
  0.47  1.64
  0.91  2.11
  1.09  2.34
  2.12  2.73
  1.28  2.49
  1.70  2.29
  0.64  2.07
  0.87  2.25
  2.68  2.12
  3.02  2.07
  6.69  1.74
  1.84  1.46
  2.60  0.97
  0.25  0.64
  0.40  0.54
  0.16  0.39
  0.11  0.37
  0.09  0.42
  0.34  0.56
  0.22  0.77
  0.66  1.05
  0.31  1.39
  1.43  1.66
  4.13  3.63
  2.31  4.27
  7.91  4.45
  3.92  4.89
  6.32  5.62
  5.68  3.78
 15.77 22.46
  7.56 19.74
  6.26 17.02
  7.92 12.02
  8.98  7.33
  1.26  5.27
  1.13  3.15
  1.46  2.05
  2.33  1.42
  0.81  0.86
  0.32  0.64
  0.19  0.56
  0.09  0.51
  0.23  0.42
  1.05  0.43
  0.25  0.45
  0.47  0.48
  0.27  0.54
  1.16  0.67
  0.33  0.85
  0.79  1.31
  1.57  2.11
  1.12  2.55
  5.94  2.67
  1.38  2.82
  0.79  2.43
  0.58  1.80
  0.42  1.40
  1.13  1.38
  2.07  1.26
  1.70  1.29
  1.57  1.23
  0.96  1.14
  0.70  0.93
  0.33  0.74
  0.44  0.63
  1.28  0.47
  0.26  0.47
  0.09  0.56
  0.50  0.71
  0.35  0.90
  0.25  1.06
  0.74  1.33
  0.71  1.68
  0.79  4.23
  0.72  5.28
  2.00  6.04
  3.83  6.83
  2.76  7.88
  6.71  5.79
 26.66 21.33
  3.68 18.09
  2.55 15.91
  3.22 11.50
  6.83  6.66
 12.34  4.84
 18.71  3.36
  4.54  2.07
  1.20  1.25
  0.64  0.81
  0.85  0.63
  0.38  0.54
  0.27  0.48
  0.20  0.43
  0.34  0.46
  0.36  0.51
  0.26  0.72
  0.29  0.92
  0.56  1.08
  1.01  1.41
  0.65  1.87
  1.21  2.29
  2.52  2.48
  6.27  2.45
  0.94  2.21
  0.81  1.74
  0.67  1.12
  0.30  0.80
  0.18  0.83
  0.24  0.81
  0.63  0.90
  0.40  1.05
  0.53  0.98
  0.59  0.82
  0.65  0.76
  0.96  0.67
  0.61  0.49
  0.77  0.53
  0.44  0.61
  0.29  0.68
  0.99  0.78
  0.49  0.91
  1.84  1.15
  2.47  1.80
  2.06  4.48
  1.19  5.67
  2.59  6.62
  6.45  7.64
  4.32  8.52
 10.40  6.54
 40.57 17.60
 28.44 15.12
  7.33 13.61
  8.44 11.51
  3.22  6.65
  8.92  4.95
  2.18  3.62
  0.71  2.23
  0.64  1.16
  0.36  0.73
  0.44  0.60
  0.25  0.51
  0.37  0.49
  0.14  0.50
  0.20  0.65
  0.26  0.84
  1.07  1.12
  0.55  1.30
  0.32  1.43
  1.25  1.61
  0.99  1.91
  0.54  2.17
  1.34  2.15
  1.73  2.05
  0.64  1.80
  0.25  1.35
  0.35  0.73
  0.28  0.53
  0.28  0.62
  0.31  0.57
  0.25  0.62
  0.13  0.83
  0.18  0.87
  0.50  0.75
  0.43  0.75
  1.47  0.70
  3.25  0.54
  0.68  0.55
  0.54  0.59
  0.70  0.62
  1.05  0.70
  0.46  0.83
  0.68  1.01
  0.95  1.77
  2.81  4.65
  2.11  5.71
  5.65  6.67
  3.62  7.63
  2.75  8.41
 11.21  6.13
 23.28 16.76
 30.54 13.96
 36.89 12.55
 11.50 10.73
  6.27  5.56
  1.63  4.29
  1.73  3.35
  0.71  2.07
  0.37  1.01
  0.16  0.62
  0.46  0.50
  0.32  0.44
  0.17  0.52
  1.27  0.61
  0.27  0.96
  0.52  1.40
  1.93  1.82
  5.40  1.92
  2.73  1.94
  0.57  1.93
  1.10  1.77
  0.80  1.64
  0.74  1.56
  1.27  1.50
  0.80  1.20
  0.75  0.91
  0.20  0.56
  0.24  0.41
  0.38  0.36
  1.11  0.37
  0.40  0.41
  0.29  0.61
  0.72  0.79
  0.39  0.81
  0.46  0.79
  0.32  0.78
  1.02  0.62
  0.69  0.50
  0.35  0.52
  0.35  0.57
  0.47  0.62
  0.68  0.77
  0.60  1.00
  1.00  1.82
  3.42  4.69
  5.70  5.72
  6.76  6.73
  1.38  7.66
  1.75  8.38
  6.76  6.12
  5.52 15.66
 10.47 13.08
  8.71 11.72
 38.61 10.25
  3.88  4.92
  3.70  3.68
  0.87  2.73
  0.88  1.58
  0.43  0.73
  0.25  0.51
  0.57  0.47
  0.31  0.44
  1.45  0.69
  2.23  0.90
  3.99  1.64
  4.37  2.26
  2.99  2.74
  3.68  2.62
  2.23  2.48
  1.92  2.04
  0.29  1.56
  1.07  1.32
  0.95  1.22
  0.82  1.11
  0.68  0.84
  0.19  0.69
  0.15  0.40
  0.24  0.31
  0.52  0.29
  1.71  0.33
  0.07  0.37
  0.24  0.50
  0.27  0.68
  1.41  0.71
  0.57  0.68
  0.41  0.62
  0.43  0.50
  0.49  0.38
  0.11  0.40
  0.22  0.47
  0.33  0.53
  1.08  0.63
  1.61  0.78
  1.04  1.62
  0.83  2.84
  2.11  3.62
  1.66  4.68
  1.95  5.49
  1.91  5.67
  2.20  5.28
  3.44  6.65
  5.54  5.92
 10.27  5.67
  3.61  5.03
  0.76  3.07
  0.88  2.56
  1.19  1.92
  0.39  1.05
  0.44  0.45
  0.26  0.41
  2.81  0.38
  0.83  0.37
  0.35  0.69
  1.08  1.08
  2.34  2.05
  9.03  2.88
  6.18  3.35
  2.96  3.17
  3.54  2.81
  0.63  2.04
  0.52  1.26
  0.22  0.77
  0.14  0.65
  0.10  0.55
  0.17  0.37
  0.08  0.32
  0.03  0.29
  0.09  0.23
  0.11  0.26
  0.17  0.28
  0.06  0.31
  0.35  0.38
  0.33  0.54
  0.20  0.57
  0.99  0.52
  0.74  0.47
  0.22  0.39
  0.10  0.25
  0.06  0.23
  0.15  0.29
  0.37  0.34
  0.82  0.44
  0.71  0.58
  0.50  1.33
  0.10  1.97
  0.62  2.30
  1.88  2.95
  3.13  3.93
  0.95  3.89
  2.21  3.94
  2.22  5.11
  1.56  4.32
  2.74  4.07
  2.07  3.67
  0.56  2.10
  0.15  1.70
  0.29  1.40
  0.12  0.87
  0.18  0.49
  0.08  0.43
  0.24  0.41
  1.11  0.42
  0.18  0.76
  0.28  1.19
  2.36  2.29
 10.82  3.23
 19.44  3.60
  9.08  3.32
  4.92  2.86
  1.09  1.75
  0.39  0.81
  0.16  0.40
  0.10  0.31
  0.06  0.25
  0.07  0.23
  0.06  0.20
  0.06  0.19
  0.18  0.17
  0.20  0.19
  0.18  0.24
  0.09  0.27
  0.29  0.31
  0.95  0.47
  0.12  0.50
  0.37  0.46
  0.56  0.41
  0.10  0.36
  0.07  0.20
  0.08  0.16
  0.16  0.21
  0.16  0.28
  0.62  0.38
  0.78  0.53
  0.57  0.93
  0.48  1.39
  0.77  1.61
  1.17  2.21
  1.39  3.26
  3.77  3.52
  2.98  3.79
  0.27  2.82
  0.87  2.46
  0.78  2.41
  0.81  2.17
  0.55  1.37
  0.95  1.19
  0.21  0.99
  0.48  0.61
  0.26  0.49
  0.07  0.40
  0.35  0.38
  0.08  0.38
  0.18  0.77
  0.25  1.28
  1.98  2.43
  5.11  3.49
 29.85  3.88
  2.97  3.62
  3.82  3.07
  1.00  1.89
  0.20  0.79
  0.25  0.37
  0.08  0.22
  0.25  0.18
  0.05  0.17
  0.03  0.18
  0.05  0.17
  0.14  0.16
  0.15  0.19
  0.14  0.23
  0.35  0.28
  0.16  0.31
  0.29  0.43
  0.17  0.44
  0.07  0.39
  0.27  0.33
  0.17  0.30
  0.06  0.18
  0.03  0.15
  0.08  0.19
  0.03  0.25
  0.09  0.36
  0.17  0.59
  0.14  0.87
  0.22  1.17
  0.43  1.40
  1.53  1.95
  0.99  2.95
  2.01  3.30
  2.88  3.78
  0.49  2.32
  0.27  2.12
  0.80  2.05
  1.91  1.92
  1.13  1.57
  0.55  1.19
  0.92  0.94
  0.47  0.65
  0.22  0.52
  0.13  0.38
  0.45  0.33
  0.11  0.34
  0.24  0.66
  0.20  1.17
  0.50  2.22
  2.08  3.16
  5.62  3.49
  1.33  3.43
  2.09  2.89
  0.94  1.82
  1.30  0.85
  0.12  0.51
  0.07  0.21
  0.13  0.18
  0.15  0.18
  0.06  0.19
  0.29  0.18
  0.03  0.18
  0.04  0.20
  0.06  0.24
  0.06  0.29
  0.22  0.44
  0.27  0.50
  0.85  0.50
  0.17  0.47
  0.17  0.38
  0.10  0.23
  0.06  0.17
  0.03  0.15
  0.09  0.18
  0.11  0.24
  0.16  0.33
  0.24  0.59
  0.25  0.73
  0.52  1.04
  0.38  1.34
  0.50  1.83
  1.45  2.80
  3.08  3.27
  8.47  3.75
  0.18  1.92
  0.22  1.99
  0.45  1.89
  0.58  1.89
  0.62  1.66
  1.17  1.28
  0.28  0.91
  1.01  0.67
  0.15  0.50
  0.25  0.33
  0.16  0.29
  0.03  0.27
  0.09  0.42
  0.11  0.86
  0.22  1.52
  1.72  2.43
  1.40  2.76
  6.33  2.89
  1.89  2.45
  1.30  1.79
  0.83  0.88
  0.27  0.56
  0.10  0.29
  0.16  0.30
  0.08  0.27
  0.08  0.29
  0.10  0.27
  0.06  0.25
  0.19  0.26
  0.32  0.41
  0.16  0.46
  0.09  0.72
  0.20  0.80
  0.37  0.77
  0.75  0.62
  0.32  0.52
  0.13  0.27
  0.17  0.18
  0.09  0.17
  0.06  0.22
  0.11  0.31
  0.15  0.45
  0.56  0.74
  0.63  0.88
  0.31  1.16
  0.55  1.44
  0.40  1.87
  1.32  2.73
  1.86  3.19
 12.27  3.66
  1.48  1.70
  1.41  2.03
  2.55  1.89
  5.16  1.94
  0.50  1.88
  1.49  1.48
  0.93  0.95
  1.20  0.73
  1.11  0.50
  0.17  0.30
  0.03  0.25
  0.06  0.20
  0.07  0.31
  0.06  0.61
  0.27  1.03
  1.34  1.75
  1.16  2.09
  1.20  2.31
  3.53  2.04
  2.21  1.64
  0.50  0.95
  0.12  0.67
  0.10  0.37
  0.60  0.41
  0.15  0.41
  0.04  0.40
  0.06  0.37
  0.14  0.39
  0.14  0.41
  0.48  0.57
  0.24  0.74
  0.41  1.07
  0.83  1.11
  1.28  1.08
  0.41  0.90
  0.33  0.67
  0.12  0.35
  0.15  0.24
  0.12  0.20
  0.14  0.24
  0.06  0.35
  0.15  0.50
  0.41  0.81
  0.99  0.94
  0.63  1.22
  0.50  1.50
  1.55  1.84
  4.03  2.22
  5.86  2.55
  1.83  2.78
  0.38  1.69
  6.70  2.05
  6.30  1.92
  3.19  2.00
  8.08  1.91
  3.28  1.51
  0.68  0.95
  0.48  0.69
  0.48  0.44
  0.19  0.25
  0.03  0.18
  0.05  0.12
  0.11  0.21
  0.04  0.46
  0.06  0.73
  0.70  1.35
  1.79  1.61
  3.83  1.84
  5.60  1.64
  2.17  1.41
  0.84  0.87
  0.27  0.68
  0.10  0.44
  0.17  0.51
  0.26  0.53
  0.53  0.56
  0.15  0.54
  0.16  0.59
  0.42  0.59
  0.13  0.81
  0.54  0.96
  1.20  1.27
  0.88  1.27
  0.92  1.21
  0.58  0.95
  0.34  0.68
  0.22  0.36
  0.05  0.25
  0.17  0.22
  0.13  0.28
  0.08  0.44
  1.06  0.62
  0.62  0.97
  0.37  1.13
  0.77  1.46
  0.79  1.67
  3.03  1.79
  3.21  1.76
  1.12  1.93
  2.27  1.88
  1.37  1.71
  4.64  2.11
 12.39  1.98
  5.26  2.05
  1.75  1.89
  1.47  1.49
  1.09  0.88
  0.86  0.62
  0.39  0.37
  0.13  0.22
  0.14  0.15
  0.04  0.11
  0.43  0.14
  0.01  0.32
  0.33  0.48
  0.67  0.87
  2.03  1.06
  1.49  1.31
  2.29  1.21
  0.32  1.16
  0.66  0.92
  0.28  0.81
  0.14  0.62
  0.41  0.74
  1.06  0.72
  0.17  0.71
  0.46  0.83
  0.56  0.96
  0.30  0.95
  0.71  1.17
  1.48  1.29
  0.73  1.47
  0.68  1.36
  0.43  1.25
  0.70  0.96
  0.27  0.70
  0.09  0.36
  0.08  0.24
  0.11  0.22
  0.28  0.30
  0.10  0.48
  0.27  0.70
  0.38  0.95
  0.34  1.09
  3.00  1.33
  0.67  1.53
  1.09  1.51
  1.19  1.54
  4.91  1.68
  1.68  1.64
  1.63  0.81
  0.74  1.31
  1.75  1.29
  1.60  1.42
  2.01  1.37
  2.34  1.25
  0.53  0.73
  0.33  0.51
  0.26  0.29
  0.22  0.21
  0.26  0.19
  0.22  0.18
  0.28  0.22
  0.08  0.33
  0.56  0.41
  1.33  0.66
  1.50  0.78
  1.79  0.92
  0.63  0.88
  0.92  0.96
  0.44  0.86
  0.39  0.83
  0.10  0.80
  0.22  1.06
  0.61  0.99
  0.59  1.00
  1.05  1.12
  0.93  1.25
  0.40  1.09
  0.78  1.30
  1.38  1.37
  0.16  1.38
  0.20  1.19
  0.78  1.06
  1.23  0.77
  0.55  0.53
  0.19  0.30
  0.21  0.22
  0.14  0.20
  0.16  0.29
  0.29  0.46
  0.75  0.69
  1.54  0.93
  0.69  1.06
  2.26  1.18
  0.93  1.29
  1.53  1.28
  2.78  1.41
  2.95  1.53
  2.87  1.62
  0.66  0.59
  0.80  0.90
  1.52  0.88
  1.38  0.99
  0.60  0.96
  0.67  0.86
  0.24  0.53
  0.32  0.41
  0.29  0.26
  0.07  0.27
  0.11  0.31
  0.14  0.35
  0.93  0.38
  0.72  0.45
  0.76  0.50
  0.87  0.57
  3.10  0.61
  3.41  0.76
  0.47  0.78
  1.82  0.83
  0.95  0.91
  0.46  0.99
  0.56  0.96
  0.90  1.19
  1.31  1.27
  1.05  1.28
  0.79  1.40
  0.82  1.51
  3.85  1.34
  1.14  1.27
  0.60  1.25
  0.18  1.15
  0.46  0.92
  0.39  0.84
  0.73  0.68
  0.26  0.47
  0.20  0.30
  0.12  0.25
  0.05  0.21
  0.08  0.27
  0.46  0.45
  0.39  0.63
  0.69  0.82
  0.90  0.90
  2.02  0.96
  0.55  0.98
  0.64  0.99
  1.18  1.16
  1.46  1.27
  1.24  1.41
  0.23  0.38
  0.33  0.50
  0.57  0.50
  0.09  0.56
  0.33  0.52
  0.68  0.50
  0.74  0.39
  0.48  0.41
  0.35  0.41
  0.94  0.50
  0.44  0.58
  0.36  0.63
  0.47  0.60
  0.84  0.60
  0.28  0.61
  0.66  0.62
  0.47  0.63
  1.09  0.72
  1.19  0.75
  1.10  0.84
  1.74  0.98
  1.29  1.09
  0.98  1.39
  3.04  1.66
  1.44  1.72
  3.15  1.75
  1.11  1.84
  0.87  1.60
  3.08  1.34
  1.58  1.20
  0.38  1.00
  0.46  0.86
  0.28  0.69
  0.51  0.64
  0.41  0.54
  0.38  0.48
  0.13  0.35
  0.03  0.33
  0.02  0.31
  0.22  0.36
  0.32  0.56
  0.61  0.73
  2.20  0.92
  1.90  0.97
  0.71  1.01
  1.04  0.93
  0.67  0.94
  2.20  1.05
  1.90  1.15
  0.49  1.27
  0.16  0.31
  0.25  0.35
  0.19  0.33
  0.16  0.33
  0.12  0.33
  0.12  0.34
  0.11  0.36
  0.17  0.53
  0.17  0.82
  0.41  1.12
  0.60  1.23
  1.14  1.24
  0.56  1.12
  0.87  0.90
  0.34  0.70
  0.37  0.64
  1.63  0.64
  1.76  0.72
  0.93  0.75
  1.50  0.91
  1.15  1.14
  1.64  1.29
  1.39  1.65
  1.52  1.95
  3.94  2.01
  4.89  2.10
  0.58  2.13
  2.30  1.81
  1.24  1.50
  1.13  1.20
  0.55  0.87
  0.88  0.77
  0.42  0.70
  1.54  0.73
  0.39  0.85
  0.33  0.82
  0.25  0.81
  0.14  0.78
  0.41  0.82
  1.57  0.74
  1.37  0.99
  1.77  0.98
  0.72  1.08
  1.10  1.07
  1.16  1.06
  0.55  0.89
  0.86  0.92
  1.14  1.04
  0.94  1.07
  0.55  1.22
  0.08  0.20
  0.06  0.20
  0.09  0.20
  0.14  0.23
  0.24  0.27
  0.38  0.35
  0.52  0.65
  0.31  1.22
  0.36  1.65
  0.49  2.02
  1.62  2.27
  1.72  2.08
  0.27  1.57
  0.40  1.17
  0.49  0.84
  0.27  0.57
  1.26  0.54
  0.39  0.60
  0.34  0.65
  1.39  0.84
  0.73  1.17
  0.75  1.45
  1.72  1.88
  0.64  2.16
  0.58  2.24
  1.54  2.33
  3.58  2.11
  2.04  1.70
  0.96  1.41
  0.73  1.08
  1.46  0.67
  0.45  0.74
  0.62  0.85
  2.44  1.15
  0.95  1.44
  0.33  1.46
  0.94  1.56
  0.96  1.58
  0.83  1.47
  0.84  1.53
  1.28  1.87
  2.13  1.80
  1.33  1.73
  1.28  1.63
  0.81  1.32
  3.47  0.94
  1.85  0.88
  1.03  0.89
  0.63  0.86
  0.63  0.95
  0.05  0.20
  0.17  0.19
  0.27  0.21
  0.31  0.25
  0.50  0.32
  1.09  0.45
  2.53  1.01
  1.73  2.17
  3.10  3.03
  5.59  3.65
 19.07  4.35
  6.58  3.96
  0.90  2.88
  0.32  2.04
  0.16  1.43
  1.02  0.65
  0.93  0.56
  0.46  0.56
  0.78  0.60
  0.28  0.75
  1.05  1.16
  3.02  1.49
  1.50  2.00
  1.36  2.64
  0.93  2.83
  0.94  2.90
  4.54  2.62
  0.58  2.16
  0.91  1.53
  0.71  1.15
  1.44  0.72
  2.12  0.88
  0.94  1.22
  3.05  2.52
  1.47  4.71
  1.30  4.95
  4.30  5.14
  3.03  4.98
  3.62  3.95
  2.29  2.16
  2.05  2.33
  1.56  2.23
  2.79  2.13
  2.12  1.97
  0.91  1.60
  1.05  1.12
  0.36  0.83
  0.23  0.69
  0.13  0.54
  0.38  0.53
  0.02  0.23
  0.09  0.24
  0.31  0.30
  0.33  0.41
  0.37  0.51
  2.09  0.70
  1.88  1.31
  2.26  2.60
  3.41  3.64
  9.27  4.40
  1.68  5.21
  8.19  4.97
  3.68  3.79
  1.37  2.72
  0.17  1.90
  0.29  0.96
  0.32  0.64
  0.17  0.53
  0.28  0.57
  0.20  0.75
  0.47  1.17
  1.16  1.51
  1.32  2.12
  2.27  2.91
  2.65  3.04
  1.83  3.05
  1.18  2.76
  1.11  2.23
  0.70  1.50
  1.04  1.31
  2.76  0.98
  1.40  1.20
  1.97  1.78
  1.43  3.75
  1.90  6.47
  2.42  7.09
  5.75  7.50
  2.70  7.18
  0.57  5.55
  1.19  3.13
  3.67  3.06
  2.16  2.87
  6.44  2.75
  3.63  2.46
  2.15  2.15
  0.71  1.57
  0.27  1.13
  0.27  0.95
  0.06  0.87
  0.26  0.80
  0.08  0.27
  0.17  0.31
  0.18  0.46
  0.32  0.65
  0.26  0.78
  1.26  1.03
  1.61  2.10
  3.44  3.37
  9.01  4.38
  8.03  5.21
  2.52  6.19
  3.04  5.59
  2.16  4.57
  0.89  3.45
  0.46  2.52
  0.32  1.35
  0.37  0.91
  0.69  0.57
  0.57  0.70
  1.54  0.88
  0.61  1.23
  0.67  1.57
  1.46  1.93
 10.91  2.78
 12.55  3.14
  3.56  3.19
  1.15  2.93
  1.84  2.65
  1.09  1.80
  0.68  1.46
  1.95  1.21
  1.46  1.49
  2.37  2.21
  2.28  4.28
  6.30  7.59
 14.78 10.61
  6.61 11.61
 10.97 11.20
  2.68  9.57
  1.71  6.61
 22.46  4.16
  2.50  3.43
  5.71  3.34
  3.59  2.96
  1.37  2.67
  1.21  2.07
  0.62  1.68
  0.53  1.45
  0.44  1.46
  0.82  1.35
  0.03  0.29
  0.15  0.37
  0.46  0.53
  0.62  0.79
  0.65  1.06
  1.00  1.49
  2.40  2.63
  2.70  4.05
  7.55  4.96
  3.56  5.84
  8.06  7.11
  2.46  6.52
  3.63  5.50
  3.98  4.50
  2.27  3.41
  1.39  1.80
  0.43  1.26
  0.24  0.82
  0.53  0.89
  0.36  1.04
  0.73  1.37
  0.47  1.73
  1.21  2.16
  1.38  3.33
  3.18  3.81
  2.47  3.79
  1.45  3.49
  1.73  3.08
  0.79  1.88
  1.20  1.44
  0.57  1.32
  2.97  1.67
  2.62  2.54
  1.52  4.77
  3.79  8.82
  4.96 12.09
 14.08 13.02
 14.41 12.43
 16.61 10.58
  7.94  7.09
  4.39  4.44
  1.20  3.74
  3.94  3.74
  5.11  3.46
  1.96  3.19
  1.19  3.23
  0.56  3.36
  2.24  3.24
  1.40  3.60
  1.87  3.79
  0.09  0.37
  0.18  0.45
  0.47  0.61
  0.75  0.95
  0.57  1.24
